parentised_smiles	ID	class_label
C(N([C@H]1CCNC1)C1CCOCC1)c1ccccc1-c1ccccc1	chembl_116768	POSITIVE
C(N[C@@H]1C2C3CC4C5CC(C2C35)C14)c1ccc2OCOc2c1	chembl_13083	NEGATIVE
C(N[C@H]1CCNC1)c1ccccc1-c1ccccc1	chembl_116384	POSITIVE
C(OC(C1CNC1)c1ccccc1)c1ccccc1	chembl_116669	POSITIVE
C(OC1CCNCC1)c1ccc2ccccc2c1	chembl_116331	POSITIVE
C(O[C@@H]1CCNC1)c1ccc2ccccc2c1	chembl_84868	POSITIVE
C(O[C@H]1CCNC1)c1ccc2ccccc2c1	chembl_80380	POSITIVE
C(Oc1cc(COc2ccccc2)on1)[C@@H]1CCCN1	chembl_66912	POSITIVE
C(Oc1cc(COc2ccccc2)on1)[C@@H]1CCN1	chembl_76098	POSITIVE
C(Oc1ccc2ccccc2c1)C1CCNC1	chembl_115260	POSITIVE
C(Oc1ccc2ccccc2c1)C1CCNCC1	chembl_78529	POSITIVE
C(Oc1ccccc1)c1cc(no1)N1CCNCC1	chembl_117289	POSITIVE
C(Oc1ccccc1)c1ccccc1C1CCNCC1	chembl_116340	POSITIVE
C(Oc1ccccc1)c1ccccc1N1CCNCC1	chembl_71660	POSITIVE
C(Oc1ccccc1C1CC1)c1ccccc1N1CCNCC1	chembl_71931	POSITIVE
C(Oc1ccccc1C1CCNCC1)c1ccccc1	chembl_72209	POSITIVE
C(Oc1ccccc1CC(N1CCNCC1)c1ccccc1)C1CC1	chembl_79593	POSITIVE
C(Oc1ccccc1N1CCNCC1)c1ccccc1	chembl_71579	POSITIVE
C(\C=C\c1ccccc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1	chembl_116	POSITIVE
C(c1ccccc1)C1(CCNC1)c1c[nH]c2ccccc12	chembl_117249	POSITIVE
C(c1ccccc1)C1(CCNC1)c1ccc2[nH]ccc2c1	chembl_80354	POSITIVE
C(c1ccccc1)C1(CCNC1)c1ccc2cc[nH]c2c1	chembl_116115	POSITIVE
C(c1ccccc1)C1(CCNC1)c1ccc2n[nH]cc2c1	chembl_117190	POSITIVE
C(c1ccccc1)C1(CCNC1)c1ccc2sccc2c1	chembl_80749	POSITIVE
C(c1ccccc1)C1(CCNC1)c1cnc2[nH]ccc2c1	chembl_116623	POSITIVE
C(c1ccccn1)C1(CCNC1)c1ccc2[nH]ccc2c1	chembl_114864	POSITIVE
C1C2CNC[C@]12c1ccc2ccccc2c1	chembl_116448	POSITIVE
C1CC(CCN1)C(Oc1cccc2ccccc12)c1ccccc1	chembl_115392	POSITIVE
C1CC(CCN1)C(Oc1ccccc1-c1ccccc1)c1ccccn1	chembl_115936	POSITIVE
C1CC(CCN1)C(Oc1ccccc1-c1ccccc1)c1cccnc1	chembl_115684	POSITIVE
C1CC(CCN1)C(Oc1ccccc1Oc1ccccc1)c1cccnc1	chembl_117284	POSITIVE
C1CC(CCN1)N(c1ccccc1)c1ccc2[nH]ccc2c1	chembl_116252	POSITIVE
C1CC(CCN1)c1ccccc1Oc1ccccc1	chembl_71033	POSITIVE
C1CC(CCN1)c1cccnc1Oc1ccccc1	chembl_73408	POSITIVE
C1CC2(CN1)c1ccccc1Cc1ccccc21	chembl_60950	NEGATIVE
C1CN(C(CN1)c1ccccc1)c1ccc2n[nH]cc2c1	chembl_115330	POSITIVE
C1CN(CCN1)c1ccccc1Oc1ccccc1	chembl_73984	POSITIVE
C1CN(CCO1)c1ccc(cc1)C12CCN(CC1)Cc1cc(ccc21)N1CCOCC1	chembl_115632	NEGATIVE
C1C[C@@H]2CNC[C@@]2(C1)c1ccc2ccccc2c1	chembl_50987	POSITIVE
C1C[C@@H]2C[C@H](C[C@H]1N2)Oc1cccc(n1)-c1ccccc1	chembl_83502	POSITIVE
C1C[C@@H]2C[C@H](C[C@H]1N2)Oc1ccccc1	chembl_116143	POSITIVE
C1C[C@H]2CNC[C@]2(C1)c1ccc2ccccc2c1	chembl_38788	POSITIVE
C1Cc2cccc(O[C@@H]([C@H]3CNCCO3)c3ccccc3)c2O1	chembl_66111	POSITIVE
C1Cc2cccc(O[C@H]([C@@H]3CNCCO3)c3ccccc3)c2O1	chembl_115052	POSITIVE
C1NCC(CC=C1)c1cc2ccccc2o1	chembl_80922	POSITIVE
C1NCC(CC=C1)c1ccc2ccccc2c1	chembl_82971	POSITIVE
C1NCC1C(Oc1ccccc1)c1ccc2ccccc2c1	chembl_84341	POSITIVE
C1NCC1Oc1ccccc1Oc1ccccc1	chembl_71767	POSITIVE
C=CCN(CCc1c[nH]c2ccccc12)CC=C	chembl_10550	POSITIVE
C=CCN(c1ccncc1)n1ccc2ccccc12	chembl_116248	NEGATIVE
CC#CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c1ccc2OCCc2c1	chembl_115429	POSITIVE
CC#CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c1ccc2OCOc2c1	chembl_115908	POSITIVE
